,Longitudes,Latitudes
393,32.5349123,15.5635972
394,79.8401724,7.2310229
395,-89.4337288,40.0796606
396,-71.060511,42.3554334
397,139.7594549,35.6828387
398,-3.2765753,54.7023545
399,31.2029265,37.1346468
400,2.2917166,48.884703
401,7.4143061,6.5536094
402,-95.3676974,29.7589382
403,74.8430082,12.8698101
404,-80.1494901,26.0112014
405,-1.1331969,52.6362
406,77.590082,12.9767936
407,-80.19362,25.7741728
408,2.3200410217200766,48.8588897
409,-86.2820081,35.7730076
410,-73.9598939,40.7896239
411,-71.060511,42.3554334
412,-66.1109318,8.0018709
413,-118.242766,34.0536909
414,-117.7729975,33.8677338
415,17.0878665,59.644468
416,137.301478,35.15195
417,4.3113461,52.0799838
418,11.9715709,51.5022022
419,19.6608615,41.7862439
420,-92.4576356,44.0319619
421,143.25843906288407,66.4511768
422,-76.81853758947369,39.4586723
423,139.2394179,36.5748441
424,8.6700295,50.1392054
425,55.1563147,25.0978966
426,-93.2946576,37.1968298
427,114.1628131,22.2793278
428,-3.1883749,55.9533456
429,19.6608615,41.7862439
430,-70.6504502,-33.4377756
431,-1.5815742,52.2814519
432,120.3781372,36.0638034
433,-0.0101331,51.4624325
434,11.0398797,49.4585804
435,-74.0060152,40.7127281
436,-71.060511,42.3554334
437,7.4892974,9.0643305
438,24.1051846,56.9493977
439,-122.5878659,47.3259697
440,123.4350994,7.8276688
441,55.1563147,25.0978966
442,0.1186637,52.2055314
443,-97.7436995,30.2711286
444,6.1466014,46.2017559
445,4.6667145,50.6402809
446,-95.3676974,29.7589382
447,-3.1883749,55.9533456
448,11.40635425660249,45.63485905
449,-74.0060152,40.7127281
450,106.827183,-6.1753942
451,38.4313975,1.4419683
452,18.0710935,59.3251172
453,-93.4303897,37.1986159
454,-0.1276474,51.5073219
455,-93.2946576,37.1968298
456,139.2394179,36.5748441
457,-83.9849477,42.4347571
458,19.6608615,41.7862439
459,50.5344606,26.1551249
460,14.3075976,46.623943
461,-1.481599,52.8984344
462,107.6561438,-6.9044158
463,-95.3676974,29.7589382
464,76.6165179,28.1956468
465,-96.8078766,32.780595
466,-84.1401926,34.2073196
467,-0.4734045,51.6401841
468,-80.19362,25.7741728
469,-93.2946576,37.1968298
470,77.590082,12.9767936
471,-90.2428756,38.6319657
472,12.4829321,41.8933203
473,51.3896004,35.6892523
474,-4.8051643196745495,51.778552
475,-74.4041622,40.0757384
476,-0.1276474,51.5073219
477,78.6677428,22.3511148
478,-8.4286075,51.9148245
479,68.636743,33.3191521
480,-2.666667,57.166667
481,5.6221058,6.3330586
482,34.8594762,30.8124247
483,28.049722,-26.205
484,-73.689151,40.704048
485,113.2592945,23.1301964
486,-3.1883749,55.9533456
487,-81.4639835,27.7567667
488,-71.3187697,-31.7613365
489,-0.7639373,41.3787291
490,144.9631608,-37.8142176
491,103.8194992,1.357107
492,-79.6371124,39.2138905
493,100.83273,14.8971921
494,77.2090057,28.6138954
495,121.03859306108399,14.6304508
496,11.9705452,51.4825041
497,-0.1276474,51.5073219
498,-74.0410865,40.8871438
499,-0.0383551,5.6850117
500,-77.3761848,-8.153759
